CHEBI_GO_EXT:agonist	GO:0048018
GO_EXT:0050340	GO:0050340
GO_EXT:0050341	GO:0050341
GO_EXT:0050342	GO:0050342
GO_EXT:0050343	GO:0050343
GO_EXT:0050344	GO:0050344
GO_EXT:0050345	GO:0050345
GO_EXT:0050346	GO:0050346
GO_EXT:0050347	GO:0050347
GO_EXT:0050348	GO:0050348
GO_EXT:0050349	GO:0050349
GO_EXT:0050350	GO:0050350
GO_EXT:0050351	GO:0050351
GO_EXT:0050352	GO:0050352
GO_EXT:0050353	GO:0050353
GO_EXT:0050354	GO:0050354
GO_EXT:0050355	GO:0050355
GO_EXT:0050356	GO:0050356
GO_EXT:0050357	GO:0050357
GO_EXT:0050358	GO:0050358
GO_EXT:0050359	GO:0050359
GO_EXT:0050360	GO:0050360
GO_EXT:0050361	GO:0050361
GO_EXT:0050362	GO:0050362
GO_EXT:0050363	GO:0050363
GO_EXT:0050364	GO:0050364
GO_EXT:0050365	GO:0050365
GO_EXT:0050366	GO:0050366
GO_EXT:0050367	GO:0050367
GO_EXT:0050368	GO:0050368
GO_EXT:0050369	GO:0050369
GO_EXT:0050370	GO:0050370
GO_EXT:0050371	GO:0050371
GO_EXT:0050372	GO:0050372
GO_EXT:0050373	GO:0050373
GO_EXT:0050374	GO:0050374
GO_EXT:0050376	GO:0050376
GO_EXT:0050377	GO:0050377
GO_EXT:0050378	GO:0050378
GO_EXT:0050379	GO:0050379
GO_EXT:0050380	GO:0050380
GO_EXT:0050382	GO:0050382
GO_EXT:0050383	GO:0050383
GO_EXT:0050384	GO:0050384
GO_EXT:0050385	GO:0050385
GO_EXT:0050386	GO:0050386
GO_EXT:0050387	GO:0050387
GO_EXT:0050388	GO:0050388
GO_EXT:0050389	GO:0050389
GO_EXT:0050390	GO:0050390
GO_EXT:0050391	GO:0050391
GO_EXT:0050392	GO:0050392
GO_EXT:0050393	GO:0050393
GO_EXT:0050394	GO:0050394
GO_EXT:0050395	GO:0050395
GO_EXT:0050396	GO:0050396
GO_EXT:0050397	GO:0050397
GO_EXT:0050398	GO:0050398
GO_EXT:0050399	GO:0050399
GO_EXT:0050400	GO:0050400
GO_EXT:0050401	GO:0050401
GO_EXT:0050402	GO:0050402
GO_EXT:0050403	GO:0050403
GO_EXT:0050404	GO:0050404
GO_EXT:0050405	GO:0050405
GO_EXT:0050406	GO:0050406
GO_EXT:0050407	GO:0050407
GO_EXT:0050408	GO:0050408
GO_EXT:0050409	GO:0050409
GO_EXT:0050410	GO:0050410
GO_EXT:0050411	GO:0050411
GO_EXT:0050412	GO:0050412
GO_EXT:0050413	GO:0050413
GO_EXT:0050414	GO:0050414
GO_EXT:0050415	GO:0050415
GO_EXT:0050416	GO:0050416
GO_EXT:0050417	GO:0050417
GO_EXT:0050418	GO:0050418
GO_EXT:0050419	GO:0050419
GO_EXT:0050420	GO:0050420
GO_EXT:0050421	GO:0050421
GO_EXT:0050422	GO:0050422
GO_EXT:0050423	GO:0050423
GO_EXT:0050429	GO:0050429
GO_EXT:0050431	GO:0050431
GO_EXT:0050436	GO:0050436
GO_EXT:0050437	GO:0050437
GO_EXT:0050438	GO:0050438
GO_EXT:0050439	GO:0050439
GO_EXT:0050440	GO:0050440
GO_EXT:0050441	GO:0050441
GO_EXT:0050442	GO:0050442
GO_EXT:0050444	GO:0050444
GO_EXT:0050445	GO:0050445
GO_EXT:0050446	GO:0050446
GO_EXT:0050447	GO:0050447
GO_EXT:0050448	GO:0050448
GO_EXT:0050449	GO:0050449
GO_EXT:0050450	GO:0050450
GO_EXT:0050451	GO:0050451
GO_EXT:0050452	GO:0050452
GO_EXT:0050453	GO:0050453
GO_EXT:0050454	GO:0050454
GO_EXT:0050455	GO:0050455
GO_EXT:0050456	GO:0050456
GO_EXT:0050457	GO:0050457
GO_EXT:0050458	GO:0050458
GO_EXT:0050459	GO:0050459
GO_EXT:0050460	GO:0050460
GO_EXT:0050461	GO:0050461
GO_EXT:0050462	GO:0050462
GO_EXT:0050463	GO:0050463
GO_EXT:0050464	GO:0050464
GO_EXT:0050465	GO:0050465
GO_EXT:0050467	GO:0050467
GO_EXT:0050468	GO:0050468
GO_EXT:0050469	GO:0050469
GO_EXT:0050470	GO:0050470
GO_EXT:0050471	GO:0050471
GO_EXT:0050472	GO:0050472
GO_EXT:0050473	GO:0050473
GO_EXT:0050474	GO:0050474
GO_EXT:0050476	GO:0050476
GO_EXT:0050477	GO:0050477
GO_EXT:0050478	GO:0050478
GO_EXT:0050479	GO:0050479
GO_EXT:0050480	GO:0050480
GO_EXT:0050481	GO:0050481
GO_EXT:0050483	GO:0050483
GO_EXT:0050484	GO:0050484
GO_EXT:0050485	GO:0050485
GO_EXT:0050486	GO:0050486
GO_EXT:0050487	GO:0050487
GO_EXT:0050488	GO:0050488
GO_EXT:0050490	GO:0050490
GO_EXT:0050491	GO:0050491
GO_EXT:0050492	GO:0050492
GO_EXT:0050497	GO:0050497
GO_EXT:0050498	GO:0050498
GO_EXT:0050499	GO:0050499
GO_EXT:0050500	GO:0050500
GO_EXT:0050501	GO:0050501
GO_EXT:0050502	GO:0050502
GO_EXT:0050503	GO:0050503
GO_EXT:0050504	GO:0050504
GO_EXT:0050505	GO:0050505
GO_EXT:0050506	GO:0050506
GO_EXT:0050507	GO:0050507
GO_EXT:0050508	GO:0050508
GO_EXT:0050509	GO:0050509
GO_EXT:0050510	GO:0050510
GO_EXT:0050511	GO:0050511
GO_EXT:0050512	GO:0050512
GO_EXT:0050513	GO:0050513
GO_EXT:0050514	GO:0050514
GO_EXT:0050515	GO:0050515
GO_EXT:0050518	GO:0050518
GO_EXT:0050519	GO:0050519
GO_EXT:0050520	GO:0050520
GO_EXT:0050521	GO:0050521
GO_EXT:0050522	GO:0050522
GO_EXT:0050524	GO:0050524
GO_EXT:0050525	GO:0050525
GO_EXT:0050526	GO:0050526
GO_EXT:0050527	GO:0050527
GO_EXT:0050528	GO:0050528
GO_EXT:0050529	GO:0050529
GO_EXT:0050530	GO:0050530
GO_EXT:0050531	GO:0050531
GO_EXT:0050532	GO:0050532
GO_EXT:0050533	GO:0050533
GO_EXT:0050534	GO:0050534
GO_EXT:0050535	GO:0050535
GO_EXT:0050536	GO:0050536
GO_EXT:0050537	GO:0050537
GO_EXT:0050538	GO:0050538
GO_EXT:0050539	GO:0050539
GO_EXT:0050540	GO:0050540
GO_EXT:0050541	GO:0050541
GO_EXT:0050542	GO:0050542
GO_EXT:0050543	GO:0050543
GO_EXT:0050544	GO:0050544
GO_EXT:0050545	GO:0050545
GO_EXT:0050546	GO:0050546
GO_EXT:0050547	GO:0050547
GO_EXT:0050548	GO:0050548
GO_EXT:0050549	GO:0050549
GO_EXT:0050550	GO:0050550
GO_EXT:0050551	GO:0050551
GO_EXT:0050552	GO:0050552
GO_EXT:0050553	GO:0050553
GO_EXT:0050554	GO:0050554
GO_EXT:0050555	GO:0050555
GO_EXT:0050556	GO:0050556
GO_EXT:0050557	GO:0050557
GO_EXT:0050558	GO:0050558
GO_EXT:0050559	GO:0050559
GO_EXT:0050560	GO:0050560
GO_EXT:0050561	GO:0050561
GO_EXT:0050562	GO:0050562
GO_EXT:0050563	GO:0050563
GO_EXT:0050564	GO:0050564
GO_EXT:0050565	GO:0050565
GO_EXT:0050566	GO:0050566
GO_EXT:0050567	GO:0050567
GO_EXT:0050568	GO:0050568
GO_EXT:0050569	GO:0050569
GO_EXT:0050570	GO:0050570
GO_EXT:0050571	GO:0050571
GO_EXT:0050572	GO:0050572
GO_EXT:0050573	GO:0050573
GO_EXT:0050574	GO:0050574
GO_EXT:0050575	GO:0050575
GO_EXT:0050577	GO:0050577
GO_EXT:0050578	GO:0050578
GO_EXT:0050579	GO:0050579
GO_EXT:0050580	GO:0050580
GO_EXT:0050581	GO:0050581
GO_EXT:0050582	GO:0050582
GO_EXT:0050583	GO:0050583
GO_EXT:0050584	GO:0050584
GO_EXT:0050585	GO:0050585
GO_EXT:0050586	GO:0050586
GO_EXT:0050587	GO:0050587
GO_EXT:0050588	GO:0050588
GO_EXT:0050589	GO:0050589
GO_EXT:0050590	GO:0050590
GO_EXT:0050591	GO:0050591
GO_EXT:0050592	GO:0050592
GO_EXT:0050593	GO:0050593
GO_EXT:0050594	GO:0050594
GO_EXT:0050595	GO:0050595
GO_EXT:0050596	GO:0050596
GO_EXT:0050597	GO:0050597
GO_EXT:0050598	GO:0050598
GO_EXT:0050599	GO:0050599
GO_EXT:0050600	GO:0050600
GO_EXT:0050601	GO:0050601
GO_EXT:0050602	GO:0050602
GO_EXT:0050603	GO:0050603
GO_EXT:0050604	GO:0050604
GO_EXT:0050605	GO:0050605
GO_EXT:0050606	GO:0050606
GO_EXT:0050607	GO:0050607
GO_EXT:0050608	GO:0050608
GO_EXT:0050609	GO:0050609
GO_EXT:0050610	GO:0050610
GO_EXT:0050611	GO:0050611
GO_EXT:0050612	GO:0050612
GO_EXT:0050613	GO:0050613
GO_EXT:0050614	GO:0050614
GO_EXT:0050615	GO:0050615
GO_EXT:0050616	GO:0050616
GO_EXT:0050617	GO:0050617
GO_EXT:0050618	GO:0050618
GO_EXT:0050619	GO:0050619
GO_EXT:0050620	GO:0050620
GO_EXT:0050621	GO:0050621
GO_EXT:0050622	GO:0050622
GO_EXT:0050623	GO:0050623
GO_EXT:0050624	GO:0050624
GO_EXT:0050625	GO:0050625
GO_EXT:0050626	GO:0050626
GO_EXT:0050627	GO:0050627
GO_EXT:0050628	GO:0050628
GO_EXT:0050629	GO:0050629
GO_EXT:0050630	GO:0050630
GO_EXT:0050631	GO:0050631
GO_EXT:0050632	GO:0050632
GO_EXT:0050633	GO:0050633
GO_EXT:0050634	GO:0050634
GO_EXT:0050635	GO:0050635
GO_EXT:0050636	GO:0050636
GO_EXT:0050637	GO:0050637
GO_EXT:0050638	GO:0050638
GO_EXT:0050639	GO:0050639
GO_EXT:0050640	GO:0050640
GO_EXT:0050641	GO:0050641
GO_EXT:0050642	GO:0050642
GO_EXT:0050643	GO:0050643
GO_EXT:0050644	GO:0050644
GO_EXT:0050645	GO:0050645
GO_EXT:0050646	GO:0050646
GO_EXT:0050647	GO:0050647
GO_EXT:0050648	GO:0050648
GO_EXT:0050649	GO:0050649
GO_EXT:0050656	GO:0050656
GO_EXT:0050659	GO:0050659
GO_EXT:0050660	GO:0050660
GO_EXT:0050661	GO:0050661
GO_EXT:0050662	GO:0050662
GO_EXT:0050664	GO:0050664
GO_EXT:0050681	GO:0050681
GO_EXT:0050682	GO:0050682
GO_EXT:0050683	GO:0050683
GO_EXT:0050692	GO:0050692
GO_EXT:0050693	GO:0050693
GO_EXT:0050694	GO:0050694
GO_EXT:0050695	GO:0050695
GO_EXT:0050697	GO:0050697
GO_EXT:0050698	GO:0050698
GO_EXT:0050699	GO:0050699
GO_EXT:0050700	GO:0050700
GO_EXT:0050733	GO:0050733
GO_EXT:0050734	GO:0050734
GO_EXT:0050735	GO:0050735
GO_EXT:0050736	GO:0050736
GO_EXT:0050737	GO:0050737
GO_EXT:0050738	GO:0050738
GO_EXT:0050750	GO:0050750
GO_EXT:0050780	GO:0050780
GO_EXT:0050781	GO:0050781
GO_EXT:0050782	GO:0050782
GO_EXT:0050785	GO:0050785
GO_EXT:0050786	GO:0050786
GO_EXT:0050797	GO:0050797
GO_EXT:0050809	GO:0050809
GO_EXT:0050811	GO:0050811
GO_EXT:0050815	GO:0050815
GO_EXT:0050816	GO:0050816
GO_EXT:0050824	GO:0050824
GO_EXT:0050825	GO:0050825
GO_EXT:0050827	GO:0050827
GO_EXT:0050833	GO:0050833
GO_EXT:0050839	GO:0050839
GO_EXT:0050840	GO:0050840
GO_EXT:0050897	GO:0050897
GO_EXT:0050997	GO:0050997
GO_EXT:0050998	GO:0050998
GO_EXT:0051002	GO:0051002
GO_EXT:0051003	GO:0051003
GO_EXT:0051007	GO:0051007
GO_EXT:0051008	GO:0051008
GO_EXT:0051009	GO:0051009
GO_EXT:0051010	GO:0051010
GO_EXT:0051011	GO:0051011
GO_EXT:0051015	GO:0051015
GO_EXT:0051018	GO:0051018
GO_EXT:0051019	GO:0051019
GO_EXT:0051020	GO:0051020
GO_EXT:0051021	GO:0051021
GO_EXT:0051022	GO:0051022
GO_EXT:0051032	GO:0051032
GO_EXT:0051033	GO:0051033
GO_EXT:0051034	GO:0051034
GO_EXT:0051035	GO:0051035
GO_EXT:0051059	GO:0051059
GO_EXT:0051060	GO:0051060
GO_EXT:0051061	GO:0051061
GO_EXT:0051062	GO:0051062
GO_EXT:0051063	GO:0051063
GO_EXT:0051064	GO:0051064
GO_EXT:0051065	GO:0051065
GO_EXT:0051073	GO:0051073
GO_EXT:0051075	GO:0051075
GO_EXT:0051082	GO:0051082
GO_EXT:0051087	GO:0051087
GO_EXT:0051108	GO:0051108
GO_EXT:0051109	GO:0051109
GO_EXT:0051116	GO:0051116
GO_EXT:0051117	GO:0051117
GO_EXT:0051118	GO:0051118
GO_EXT:0051119	GO:0051119
GO_EXT:0051120	GO:0051120
GO_EXT:0051139	GO:0051139
GO_EXT:0051183	GO:0051183
GO_EXT:0051184	GO:0051184
GO_EXT:0051185	GO:0051185
GO_EXT:0051192	GO:0051192
GO_EXT:0051212	GO:0051212
GO_EXT:0051213	GO:0051213
GO_EXT:0051219	GO:0051219
GO_EXT:0051264	GO:0051264
GO_EXT:0051265	GO:0051265
GO_EXT:0051266	GO:0051266
GO_EXT:0051267	GO:0051267
GO_EXT:0051268	GO:0051268
GO_EXT:0051269	GO:0051269
GO_EXT:0051287	GO:0051287
GO_EXT:0051371	GO:0051371
GO_EXT:0051373	GO:0051373
GO_EXT:0051377	GO:0051377
GO_EXT:0051378	GO:0051378
GO_EXT:0051379	GO:0051379
GO_EXT:0051380	GO:0051380
GO_EXT:0051381	GO:0051381
GO_EXT:0051392	GO:0051392
GO_EXT:0051393	GO:0051393
GO_EXT:0051400	GO:0051400
GO_EXT:0051401	GO:0051401
GO_EXT:0051407	GO:0051407
GO_EXT:0051408	GO:0051408
GO_EXT:0051424	GO:0051424
GO_EXT:0051425	GO:0051425
GO_EXT:0051427	GO:0051427
GO_EXT:0051428	GO:0051428
GO_EXT:0051429	GO:0051429
GO_EXT:0051430	GO:0051430
GO_EXT:0051431	GO:0051431
GO_EXT:0051432	GO:0051432
GO_EXT:0051433	GO:0051433
GO_EXT:0051434	GO:0051434
GO_EXT:0051435	GO:0051435
GO_EXT:0051448	GO:0051448
GO_EXT:0051449	GO:0051449
GO_EXT:0051471	GO:0051471
GO_EXT:0051474	GO:0051474
GO_EXT:0051477	GO:0051477
GO_EXT:0051498	GO:0051498
GO_EXT:0051499	GO:0051499
GO_EXT:0051500	GO:0051500
GO_EXT:0051505	GO:0051505
GO_EXT:0051506	GO:0051506
GO_EXT:0051507	GO:0051507
GO_EXT:0051508	GO:0051508
GO_EXT:0051509	GO:0051509
GO_EXT:0051525	GO:0051525
GO_EXT:0051536	GO:0051536
GO_EXT:0051537	GO:0051537
GO_EXT:0051538	GO:0051538
GO_EXT:0051539	GO:0051539
GO_EXT:0051540	GO:0051540
GO_EXT:0051566	GO:0051566
GO_EXT:0051575	GO:0051575
GO_EXT:0051669	GO:0051669
GO_EXT:0051670	GO:0051670
GO_EXT:0051675	GO:0051675
GO_EXT:0051698	GO:0051698
GO_EXT:0051699	GO:0051699
GO_EXT:0051700	GO:0051700
GO_EXT:0051717	GO:0051717
GO_EXT:0051718	GO:0051718
GO_EXT:0051719	GO:0051719
GO_EXT:0051720	GO:0051720
GO_EXT:0051721	GO:0051721
GO_EXT:0051722	GO:0051722
GO_EXT:0051723	GO:0051723
GO_EXT:0051724	GO:0051724
GO_EXT:0051730	GO:0051730
GO_EXT:0051731	GO:0051731
GO_EXT:0051732	GO:0051732
GO_EXT:0051733	GO:0051733
GO_EXT:0051734	GO:0051734
GO_EXT:0051735	GO:0051735
GO_EXT:0051736	GO:0051736
GO_EXT:0051737	GO:0051737
GO_EXT:0051738	GO:0051738
GO_EXT:0051740	GO:0051740
GO_EXT:0051741	GO:0051741
GO_EXT:0051742	GO:0051742
GO_EXT:0051743	GO:0051743
GO_EXT:0051744	GO:0051744
GO_EXT:0051745	GO:0051745
GO_EXT:0051746	GO:0051746
GO_EXT:0051747	GO:0051747
GO_EXT:0051748	GO:0051748
GO_EXT:0051749	GO:0051749
GO_EXT:0051750	GO:0051750
GO_EXT:0051751	GO:0051751
GO_EXT:0051752	GO:0051752
GO_EXT:0051753	GO:0051753
GO_EXT:0051765	GO:0051765
GO_EXT:0051766	GO:0051766
GO_EXT:0051777	GO:0051777
GO_EXT:0051778	GO:0051778
GO_EXT:0051779	GO:0051779
GO_EXT:0051786	GO:0051786
GO_EXT:0051787	GO:0051787
GO_EXT:0051800	GO:0051800
GO_EXT:0051861	GO:0051861
GO_EXT:0051864	GO:0051864
GO_EXT:0051870	GO:0051870
GO_EXT:0051871	GO:0051871
GO_EXT:0051879	GO:0051879
GO_EXT:0051880	GO:0051880
GO_EXT:0051903	GO:0051903
GO_EXT:0051907	GO:0051907
GO_EXT:0051908	GO:0051908
GO_EXT:0051909	GO:0051909
GO_EXT:0051911	GO:0051911
GO_EXT:0051912	GO:0051912
GO_EXT:0051916	GO:0051916
GO_EXT:0051920	GO:0051920
GO_EXT:0051921	GO:0051921
GO_EXT:0051922	GO:0051922
GO_EXT:0051959	GO:0051959
GO_EXT:0051978	GO:0051978
GO_EXT:0051980	GO:0051980
GO_EXT:0051981	GO:0051981
GO_EXT:0051982	GO:0051982
GO_EXT:0051989	GO:0051989
GO_EXT:0051990	GO:0051990
GO_EXT:0051991	GO:0051991
GO_EXT:0051992	GO:0051992
GO_EXT:0051993	GO:0051993
GO_EXT:0051994	GO:0051994
GO_EXT:0051995	GO:0051995
GO_EXT:0051996	GO:0051996
GO_EXT:0051997	GO:0051997
GO_EXT:0051998	GO:0051998
GO_EXT:0052381	GO:0052381
GO_EXT:0052577	GO:0052577
GO_EXT:0052578	GO:0052578
GO_EXT:0052579	GO:0052579
GO_EXT:0052580	GO:0052580
GO_EXT:0052581	GO:0052581
GO_EXT:0052582	GO:0052582
GO_EXT:0052583	GO:0052583
GO_EXT:0052584	GO:0052584
GO_EXT:0052585	GO:0052585
GO_EXT:0052586	GO:0052586
GO_EXT:0052587	GO:0052587
GO_EXT:0052588	GO:0052588
GO_EXT:0052589	GO:0052589
GO_EXT:0052590	GO:0052590
GO_EXT:0052591	GO:0052591
GO_EXT:0052592	GO:0052592
GO_EXT:0052593	GO:0052593
GO_EXT:0052594	GO:0052594
GO_EXT:0052595	GO:0052595
GO_EXT:0052596	GO:0052596
GO_EXT:0052597	GO:0052597
GO_EXT:0052598	GO:0052598
GO_EXT:0052599	GO:0052599
GO_EXT:0052600	GO:0052600
GO_EXT:0052601	GO:0052601
GO_EXT:0052602	GO:0052602
GO_EXT:0052603	GO:0052603
GO_EXT:0052604	GO:0052604
GO_EXT:0052605	GO:0052605
GO_EXT:0052606	GO:0052606
GO_EXT:0052607	GO:0052607
GO_EXT:0052608	GO:0052608
GO_EXT:0052609	GO:0052609
GO_EXT:0052610	GO:0052610
GO_EXT:0052611	GO:0052611
GO_EXT:0052612	GO:0052612
GO_EXT:0052613	GO:0052613
GO_EXT:0052614	GO:0052614
GO_EXT:0052615	GO:0052615
GO_EXT:0052616	GO:0052616
GO_EXT:0052617	GO:0052617
GO_EXT:0052618	GO:0052618
GO_EXT:0052619	GO:0052619
GO_EXT:0052620	GO:0052620
GO_EXT:0052621	GO:0052621
GO_EXT:0052622	GO:0052622
GO_EXT:0052623	GO:0052623
GO_EXT:0052624	GO:0052624
GO_EXT:0052625	GO:0052625
GO_EXT:0052626	GO:0052626
GO_EXT:0052627	GO:0052627
GO_EXT:0052628	GO:0052628
GO_EXT:0052629	GO:0052629
GO_EXT:0052630	GO:0052630
GO_EXT:0052631	GO:0052631
GO_EXT:0052633	GO:0052633
GO_EXT:0052634	GO:0052634
GO_EXT:0052635	GO:0052635
GO_EXT:0052636	GO:0052636
GO_EXT:0052637	GO:0052637
GO_EXT:0052638	GO:0052638
GO_EXT:0052639	GO:0052639
GO_EXT:0052640	GO:0052640
GO_EXT:0052641	GO:0052641
GO_EXT:0052642	GO:0052642
GO_EXT:0052650	GO:0052650
GO_EXT:0052654	GO:0052654
GO_EXT:0052655	GO:0052655
GO_EXT:0052656	GO:0052656
GO_EXT:0052657	GO:0052657
GO_EXT:0052658	GO:0052658
GO_EXT:0052659	GO:0052659
GO_EXT:0052660	GO:0052660
GO_EXT:0052661	GO:0052661
GO_EXT:0052662	GO:0052662
GO_EXT:0052663	GO:0052663
GO_EXT:0052664	GO:0052664
GO_EXT:0052665	GO:0052665
GO_EXT:0052666	GO:0052666
GO_EXT:0052667	GO:0052667
GO_EXT:0052668	GO:0052668
GO_EXT:0052669	GO:0052669
GO_EXT:0052670	GO:0052670
GO_EXT:0052671	GO:0052671
GO_EXT:0052672	GO:0052672
GO_EXT:0052673	GO:0052673
GO_EXT:0052674	GO:0052674
GO_EXT:0052675	GO:0052675
GO_EXT:0052676	GO:0052676
GO_EXT:0052677	GO:0052677
GO_EXT:0052678	GO:0052678
GO_EXT:0052679	GO:0052679
GO_EXT:0052680	GO:0052680
GO_EXT:0052681	GO:0052681
GO_EXT:0052682	GO:0052682
GO_EXT:0052683	GO:0052683
GO_EXT:0052684	GO:0052684
GO_EXT:0052685	GO:0052685
GO_EXT:0052686	GO:0052686
GO_EXT:0052687	GO:0052687
GO_EXT:0052688	GO:0052688
GO_EXT:0052689	GO:0052689
GO_EXT:0052690	GO:0052690
GO_EXT:0052691	GO:0052691
GO_EXT:0052692	GO:0052692
GO_EXT:0052693	GO:0052693
GO_EXT:0052694	GO:0052694
GO_EXT:0052705	GO:0052705
GO_EXT:0052706	GO:0052706
GO_EXT:0052712	GO:0052712
GO_EXT:0052713	GO:0052713
GO_EXT:0052714	GO:0052714
GO_EXT:0052715	GO:0052715
GO_EXT:0052716	GO:0052716
GO_EXT:0052717	GO:0052717
GO_EXT:0052719	GO:0052719
GO_EXT:0052720	GO:0052720
GO_EXT:0052722	GO:0052722
GO_EXT:0052723	GO:0052723
GO_EXT:0052724	GO:0052724
GO_EXT:0052725	GO:0052725
GO_EXT:0052726	GO:0052726
GO_EXT:0052727	GO:0052727
GO_EXT:0052728	GO:0052728
GO_EXT:0052729	GO:0052729
GO_EXT:0052730	GO:0052730
GO_EXT:0052731	GO:0052731
GO_EXT:0052732	GO:0052732
GO_EXT:0052733	GO:0052733
GO_EXT:0052734	GO:0052734
GO_EXT:0052735	GO:0052735
GO_EXT:0052736	GO:0052736
GO_EXT:0052737	GO:0052737
GO_EXT:0052738	GO:0052738
GO_EXT:0052739	GO:0052739
GO_EXT:0052740	GO:0052740
GO_EXT:0052741	GO:0052741
GO_EXT:0052742	GO:0052742
GO_EXT:0052743	GO:0052743
GO_EXT:0052744	GO:0052744
GO_EXT:0052745	GO:0052745
GO_EXT:0052747	GO:0052747
GO_EXT:0052748	GO:0052748
GO_EXT:0052749	GO:0052749
GO_EXT:0052750	GO:0052750
GO_EXT:0052751	GO:0052751
GO_EXT:0052752	GO:0052752
GO_EXT:0052753	GO:0052753
GO_EXT:0052754	GO:0052754
GO_EXT:0052755	GO:0052755
GO_EXT:0052756	GO:0052756
GO_EXT:0052757	GO:0052757
GO_EXT:0052758	GO:0052758
GO_EXT:0052759	GO:0052759
GO_EXT:0052760	GO:0052760
GO_EXT:0052761	GO:0052761
GO_EXT:0052762	GO:0052762
GO_EXT:0052763	GO:0052763
GO_EXT:0052764	GO:0052764
GO_EXT:0052765	GO:0052765
GO_EXT:0052766	GO:0052766
GO_EXT:0052767	GO:0052767
GO_EXT:0052768	GO:0052768
GO_EXT:0052769	GO:0052769
GO_EXT:0052770	GO:0052770
GO_EXT:0052771	GO:0052771
GO_EXT:0052772	GO:0052772
GO_EXT:0052773	GO:0052773
GO_EXT:0052774	GO:0052774
GO_EXT:0052775	GO:0052775
GO_EXT:0052788	GO:0052788
GO_EXT:0052789	GO:0052789
GO_EXT:0052790	GO:0052790
GO_EXT:0052791	GO:0052791
GO_EXT:0052792	GO:0052792
GO_EXT:0052793	GO:0052793
GO_EXT:0052794	GO:0052794
GO_EXT:0052795	GO:0052795
GO_EXT:0052796	GO:0052796
GO_EXT:0052797	GO:0052797
GO_EXT:0052798	GO:0052798
GO_EXT:0052806	GO:0052806
GO_EXT:0052807	GO:0052807
GO_EXT:0052808	GO:0052808
GO_EXT:0052809	GO:0052809
GO_EXT:0052810	GO:0052810
GO_EXT:0052811	GO:0052811
GO_EXT:0052812	GO:0052812
GO_EXT:0052813	GO:0052813
GO_EXT:0052814	GO:0052814
GO_EXT:0052815	GO:0052815
GO_EXT:0052816	GO:0052816
GO_EXT:0052817	GO:0052817
GO_EXT:0052818	GO:0052818
GO_EXT:0052819	GO:0052819
GO_EXT:0052820	GO:0052820
GO_EXT:0052821	GO:0052821
GO_EXT:0052822	GO:0052822
GO_EXT:0052823	GO:0052823
GO_EXT:0052824	GO:0052824
GO_EXT:0052825	GO:0052825
GO_EXT:0052826	GO:0052826
GO_EXT:0052827	GO:0052827
GO_EXT:0052828	GO:0052828
GO_EXT:0052829	GO:0052829
GO_EXT:0052830	GO:0052830
GO_EXT:0052831	GO:0052831
GO_EXT:0052832	GO:0052832
GO_EXT:0052833	GO:0052833
GO_EXT:0052834	GO:0052834
GO_EXT:0052835	GO:0052835
GO_EXT:0052836	GO:0052836
GO_EXT:0052839	GO:0052839
GO_EXT:0052840	GO:0052840
GO_EXT:0052841	GO:0052841
GO_EXT:0052842	GO:0052842
GO_EXT:0052843	GO:0052843
GO_EXT:0052844	GO:0052844
GO_EXT:0052845	GO:0052845
GO_EXT:0052846	GO:0052846
GO_EXT:0052847	GO:0052847
GO_EXT:0052848	GO:0052848
GO_EXT:0052849	GO:0052849
GO_EXT:0052850	GO:0052850
GO_EXT:0052851	GO:0052851
GO_EXT:0052852	GO:0052852
GO_EXT:0052853	GO:0052853
GO_EXT:0052854	GO:0052854
GO_EXT:0052855	GO:0052855
GO_EXT:0052856	GO:0052856
GO_EXT:0052857	GO:0052857
GO_EXT:0052858	GO:0052858
GO_EXT:0052859	GO:0052859
GO_EXT:0052860	GO:0052860
GO_EXT:0052861	GO:0052861
GO_EXT:0052862	GO:0052862
GO_EXT:0052866	GO:0052866
GO_EXT:0052867	GO:0052867
GO_EXT:0052868	GO:0052868
GO_EXT:0052869	GO:0052869
GO_EXT:0052870	GO:0052870
GO_EXT:0052871	GO:0052871
GO_EXT:0052872	GO:0052872
GO_EXT:0052873	GO:0052873
GO_EXT:0052874	GO:0052874
GO_EXT:0052875	GO:0052875
GO_EXT:0052876	GO:0052876
GO_EXT:0052877	GO:0052877
GO_EXT:0052878	GO:0052878
GO_EXT:0052879	GO:0052879
GO_EXT:0052880	GO:0052880
GO_EXT:0052881	GO:0052881
GO_EXT:0052882	GO:0052882
GO_EXT:0052883	GO:0052883
GO_EXT:0052884	GO:0052884
GO_EXT:0052885	GO:0052885
GO_EXT:0052886	GO:0052886
GO_EXT:0052887	GO:0052887
GO_EXT:0052890	GO:0052890
GO_EXT:0052891	GO:0052891
GO_EXT:0052892	GO:0052892
GO_EXT:0052893	GO:0052893
GO_EXT:0052894	GO:0052894
GO_EXT:0052895	GO:0052895
GO_EXT:0052896	GO:0052896
GO_EXT:0052897	GO:0052897
GO_EXT:0052898	GO:0052898
GO_EXT:0052899	GO:0052899
GO_EXT:0052900	GO:0052900
GO_EXT:0052901	GO:0052901
GO_EXT:0052902	GO:0052902
GO_EXT:0052903	GO:0052903
GO_EXT:0052904	GO:0052904
GO_EXT:0052905	GO:0052905
GO_EXT:0052906	GO:0052906
GO_EXT:0052907	GO:0052907
